length,radius,LRratio,MaxCurv,MinCurv,EqCCval
0.01,0.001,10.0,1.1805512090399213,0.9680955020456704,1.031398102764992
0.108,0.01,10.8,1.1962987173948234,0.9693985629530207,1.04004861740982
0.059,0.005,11.8,1.2172285175794804,0.965075933546623,1.0509228643807131
0.108,0.009,12.0,1.2216381815763633,0.9625095961713248,1.0535226570237177
0.108,0.008,13.5,1.2537457742555356,0.9607973736173576,1.0702116665518
0.059,0.004,14.75,1.280843549710464,0.9640673497036832,1.0840271396315573
0.108,0.007,15.429,1.2959293374013243,0.9659201564059006,1.092698268381381
0.157,0.01,15.7,1.30259029234599,0.961338224671014,1.096230898532169
0.157,0.009,17.444,1.3429730281066317,0.9611693773747032,1.1151049988171493
0.108,0.006,18.0,1.3560489673052138,0.9616254683804484,1.1231781889169663
0.157,0.008,19.625,1.3954244515865029,0.9605977744198413,1.1433950396517096
0.059,0.003,19.667,1.395822605386133,0.9667466976574692,1.1431391093117125
0.206,0.01,20.6,1.4196961299029256,0.9594043576182797,1.1559422300018414
0.108,0.005,21.6,1.445643487839087,0.9535553679920225,1.1678642743273746
0.157,0.007,22.429,1.4666203945895426,0.9556381279814067,1.1783967460378666
0.206,0.009,22.889,1.4785469024922413,0.9563157042392836,1.1845706983595778
0.255,0.01,25.5,1.548577902568786,0.9560060157803525,1.2176171884983502
0.206,0.008,25.75,1.5553456499227365,0.9569559107335497,1.2214202405901993
0.157,0.006,26.167,1.5672845031346316,0.9536874815813216,1.2292327875724605
0.108,0.004,27.0,1.5906803214226888,0.9542617992660343,1.238648767754535
0.255,0.009,28.333,1.629762644059241,0.9485234662431344,1.256881657827713
0.206,0.007,29.429,1.662720260606599,0.9440871384268006,1.2721243249439163
0.059,0.002,29.5,1.6647169487092923,0.9460708952592868,1.2742942459976827
0.304,0.01,30.4,1.692085887381634,0.9446130115597042,1.2878954732668109
0.157,0.005,31.4,1.7230658532039524,0.945547951197556,1.3019983755555353
0.255,0.008,31.875,1.738719123530824,0.9399575067286018,1.3092140235532643
0.304,0.009,33.778,1.801594117097907,0.9336835539057615,1.3397056595989996
0.206,0.006,34.333,1.820187362456674,0.9350821872426764,1.348048892191703
0.353,0.01,35.3,1.8541315683647424,0.9299503389312834,1.363723649677865
0.108,0.003,36.0,1.8788582065655635,0.9294987861359353,1.375331605338934
0.255,0.007,36.429,1.8951810843532848,0.9217601052055453,1.3823092172467053
0.304,0.008,38.0,1.9539551079085415,0.9175565994532333,1.409821901159521
0.353,0.009,39.222,2.0023596841079807,0.9094492899832276,1.4323768470436642
0.157,0.004,39.25,2.0029539631880606,0.9139865677161401,1.4338873028239074
0.402,0.01,40.2,2.041796233125253,0.9106974032689021,1.4506054961620816
0.206,0.005,41.2,2.084511809192958,0.903593671976155,1.46996298813109
0.255,0.006,42.5,2.1432808237397496,0.889069415599957,1.4970665817249424
0.304,0.007,43.429,2.1856458167354376,0.8921330240219247,1.517050668132606
0.353,0.008,44.125,2.2203364355353687,0.878989194007002,1.531360999757231
0.402,0.009,44.667,2.2470285541247446,0.8786261275372103,1.5445180284184252
0.451,0.01,45.1,2.2692095962425434,0.8756728791063384,1.5537766937367605
0.5,0.01,50.0,2.5651557089876937,0.8157865069070274,1.6845071343501943
