Material,Length,radius,Fratio,R2score
SiliconeRubber,0.108,0.009,11,0.9887627001275585
SiliconeRubber,0.108,0.009,13,0.9974358788531662
SiliconeRubber,0.108,0.009,15,0.9965550794802747
SiliconeRubber,0.108,0.009,5,0.8723891972216773
SiliconeRubber,0.108,0.01,5,0.736166152700775
SiliconeRubber,0.108,0.01,7,0.9801454959709577
SiliconeRubber,0.108,0.01,9,0.9898297509646885
SiliconeRubber,0.108,0.01,11,0.9944522447753615
SiliconeRubber,0.108,0.01,13,0.9973711867275682
SiliconeRubber,0.108,0.01,15,0.9951923389485285
SiliconeRubber,0.157,0.004,11,0.9895363155492258
SiliconeRubber,0.157,0.004,13,0.9942433394287913
SiliconeRubber,0.157,0.004,15,0.9981759659646963
SiliconeRubber,0.157,0.004,5,0.9769281468302785
SiliconeRubber,0.157,0.004,7,0.982680923032379
SiliconeRubber,0.157,0.004,9,0.9870936595850607
SiliconeRubber,0.157,0.005,7,0.9807102243919338
SiliconeRubber,0.157,0.005,9,0.9836730075758336
SiliconeRubber,0.157,0.005,11,0.9890434541669629
SiliconeRubber,0.157,0.005,13,0.9940077363759102
SiliconeRubber,0.157,0.005,15,0.9962038128084973
SiliconeRubber,0.157,0.005,5,0.9346377231639814
SiliconeRubber,0.157,0.006,5,0.9542538993058629
SiliconeRubber,0.157,0.006,7,0.9414889999395197
SiliconeRubber,0.157,0.006,9,0.9792383474796694
SiliconeRubber,0.157,0.006,11,0.9822179472874594
SiliconeRubber,0.157,0.006,13,0.991927121104897
SiliconeRubber,0.157,0.006,15,0.9967069856321841
SiliconeRubber,0.157,0.007,5,0.8914873754455546
SiliconeRubber,0.157,0.007,7,0.8747801902970214
SiliconeRubber,0.157,0.007,9,0.9645255680643217
SiliconeRubber,0.157,0.007,11,0.9783695595772981
SiliconeRubber,0.157,0.007,13,0.9895284734388881
SiliconeRubber,0.157,0.007,15,0.9871430773157575
SiliconeRubber,0.157,0.008,13,0.9913992466895782
SiliconeRubber,0.157,0.008,15,0.993841978241893
SiliconeRubber,0.157,0.008,5,0.8255244981204566
SiliconeRubber,0.157,0.008,7,0.931880089684083
SiliconeRubber,0.157,0.008,9,0.9806670043808687
SiliconeRubber,0.157,0.008,11,0.978066765399348
SiliconeRubber,0.157,0.009,9,0.9754255923613601
SiliconeRubber,0.157,0.009,11,0.9813523079416648
SiliconeRubber,0.157,0.009,13,0.9804157956681226
SiliconeRubber,0.157,0.009,15,0.9955372629460196
SiliconeRubber,0.157,0.009,5,0.8475958766056036
SiliconeRubber,0.157,0.009,7,0.9463231977184631
SiliconeRubber,0.157,0.01,7,0.9395224438019564
SiliconeRubber,0.157,0.01,9,0.9210323530822845
SiliconeRubber,0.157,0.01,11,0.968578905779425
SiliconeRubber,0.157,0.01,13,0.9880657030834697
SiliconeRubber,0.157,0.01,15,0.9744311403185789
SiliconeRubber,0.157,0.01,5,0.7483057426493387
SiliconeRubber,0.206,0.005,7,0.9865660467391997
SiliconeRubber,0.206,0.005,9,0.9937604457461263
SiliconeRubber,0.206,0.005,11,0.9927654272477326
SiliconeRubber,0.206,0.005,13,0.9952421309353694
SiliconeRubber,0.206,0.005,15,0.9973299965035779
SiliconeRubber,0.206,0.005,5,0.9659663105324383
SiliconeRubber,0.206,0.006,5,0.9644787795409758
SiliconeRubber,0.206,0.006,7,0.9827273060922882
SiliconeRubber,0.206,0.006,9,0.9877857248366272
SiliconeRubber,0.206,0.006,11,0.9911406472216967
SiliconeRubber,0.206,0.006,13,0.9967947188522438
SiliconeRubber,0.206,0.006,15,0.9961878640824341
SiliconeRubber,0.206,0.007,5,0.9441143456910168
SiliconeRubber,0.206,0.007,7,0.9701834206525267
SiliconeRubber,0.206,0.007,9,0.9753812772540542
SiliconeRubber,0.206,0.007,11,0.9888833191302759
SiliconeRubber,0.206,0.007,13,0.9933509514140041
SiliconeRubber,0.206,0.007,15,0.9938645200189602
SiliconeRubber,0.206,0.008,5,0.9134922006090268
SiliconeRubber,0.206,0.008,7,0.9642146933977351
SiliconeRubber,0.206,0.008,9,0.9775352769940817
SiliconeRubber,0.206,0.008,11,0.9897504121030027
SiliconeRubber,0.206,0.008,13,0.9943489693724106
SiliconeRubber,0.206,0.008,15,0.994649293695139
SiliconeRubber,0.206,0.009,13,0.994336209817922
SiliconeRubber,0.206,0.009,15,0.9937649881495662
SiliconeRubber,0.206,0.009,5,0.9071006909986705
SiliconeRubber,0.206,0.009,7,0.971010937379182
SiliconeRubber,0.206,0.009,9,0.9881489352772755
SiliconeRubber,0.206,0.009,11,0.993090107735478
SiliconeRubber,0.206,0.01,9,0.9697673457940872
SiliconeRubber,0.206,0.01,11,0.980528847081077
SiliconeRubber,0.206,0.01,13,0.9879915017583352
SiliconeRubber,0.206,0.01,15,0.9924749151942076
SiliconeRubber,0.206,0.01,5,0.8905226629658805
SiliconeRubber,0.206,0.01,7,0.945391100294034
SiliconeRubber,0.255,0.006,5,0.9863947433416245
SiliconeRubber,0.255,0.006,7,0.9838475367345898
SiliconeRubber,0.255,0.006,9,0.9975972683666581
SiliconeRubber,0.255,0.006,11,0.9956564262346828
SiliconeRubber,0.255,0.006,13,0.9951151300491533
SiliconeRubber,0.255,0.006,15,0.9963132213242897
SiliconeRubber,0.255,0.007,5,0.9648250159366205
SiliconeRubber,0.255,0.007,7,0.9844712049681952
SiliconeRubber,0.255,0.007,9,0.9929232421428246
SiliconeRubber,0.255,0.007,11,0.9967469289690366
SiliconeRubber,0.255,0.007,13,0.9955700850880491
SiliconeRubber,0.255,0.007,15,0.99788922139657
SiliconeRubber,0.255,0.008,5,0.9645006954119805
SiliconeRubber,0.255,0.008,7,0.976308978911691
SiliconeRubber,0.255,0.008,9,0.9921688327313073
SiliconeRubber,0.255,0.008,11,0.9955617194096097
SiliconeRubber,0.255,0.008,13,0.9958251966322167
SiliconeRubber,0.255,0.008,15,0.997305850666324
SiliconeRubber,0.255,0.009,15,0.9978017777745043
SiliconeRubber,0.255,0.009,5,0.9524133273471693
SiliconeRubber,0.255,0.009,7,0.9800965232751238
SiliconeRubber,0.255,0.009,9,0.9910719656724069
SiliconeRubber,0.255,0.009,11,0.9860478695803954
SiliconeRubber,0.255,0.009,13,0.9961518283894188
SiliconeRubber,0.255,0.01,11,0.982494236697089
SiliconeRubber,0.255,0.01,13,0.991280181435667
SiliconeRubber,0.255,0.01,15,0.9943010224080041
SiliconeRubber,0.255,0.01,5,0.9682251578459166
SiliconeRubber,0.255,0.01,7,0.9533111394112971
SiliconeRubber,0.255,0.01,9,0.9885367280077565
SiliconeRubber,0.304,0.007,5,0.9811211477592534
SiliconeRubber,0.304,0.007,7,0.9914376604079478
SiliconeRubber,0.304,0.007,9,0.9932417126395626
SiliconeRubber,0.304,0.007,11,0.996837607286872
SiliconeRubber,0.304,0.007,13,0.9971231042123138
SiliconeRubber,0.304,0.007,15,0.9960545758691798
SiliconeRubber,0.304,0.008,5,0.9768007605391184
SiliconeRubber,0.304,0.008,7,0.9929666499586579
SiliconeRubber,0.304,0.008,9,0.9927213814993897
SiliconeRubber,0.304,0.008,11,0.9963233204420461
SiliconeRubber,0.304,0.008,13,0.995302876549734
SiliconeRubber,0.304,0.008,15,0.9969949744595771
SiliconeRubber,0.304,0.009,5,0.981926975003346
SiliconeRubber,0.304,0.009,7,0.9884157844501045
SiliconeRubber,0.304,0.009,9,0.9944346179575716
SiliconeRubber,0.304,0.009,11,0.9958998320502505
SiliconeRubber,0.304,0.009,13,0.9960715257911684
SiliconeRubber,0.304,0.009,15,0.9978278213560772
SiliconeRubber,0.304,0.01,13,0.994162608699825
SiliconeRubber,0.304,0.01,15,0.996105455463377
SiliconeRubber,0.304,0.01,5,0.9786522254037311
SiliconeRubber,0.304,0.01,7,0.9908493072691698
SiliconeRubber,0.304,0.01,9,0.9936439845321042
SiliconeRubber,0.304,0.01,11,0.9953690862738918
SiliconeRubber,0.353,0.008,5,0.9869419193378484
SiliconeRubber,0.353,0.008,7,0.9957765809994078
SiliconeRubber,0.353,0.008,9,0.9971723477066886
SiliconeRubber,0.353,0.008,11,0.9980953779015587
SiliconeRubber,0.353,0.008,13,0.9977991804487116
SiliconeRubber,0.353,0.008,15,0.9965295569390267
SiliconeRubber,0.353,0.009,5,0.986032402398896
SiliconeRubber,0.353,0.009,7,0.9922181444461832
SiliconeRubber,0.353,0.009,9,0.993454393349177
SiliconeRubber,0.353,0.009,11,0.9961859733082784
SiliconeRubber,0.353,0.009,13,0.9983297877576217
SiliconeRubber,0.353,0.009,15,0.9973899058417063
SiliconeRubber,0.353,0.01,15,0.9980312435884341
SiliconeRubber,0.353,0.01,5,0.9868454530612472
SiliconeRubber,0.353,0.01,7,0.993393587536617
SiliconeRubber,0.353,0.01,9,0.9911390277574764
SiliconeRubber,0.353,0.01,11,0.9956120221962983
SiliconeRubber,0.353,0.01,13,0.99699669069453
SiliconeRubber,0.402,0.009,5,0.9897629363916824
SiliconeRubber,0.402,0.009,7,0.9943514570280858
SiliconeRubber,0.402,0.009,9,0.995551010833073
SiliconeRubber,0.402,0.009,11,0.9981173988727948
SiliconeRubber,0.402,0.009,13,0.9979225236822219
SiliconeRubber,0.402,0.009,15,0.9965748080297433
SiliconeRubber,0.402,0.01,5,0.9928736766973889
SiliconeRubber,0.402,0.01,7,0.994402406676621
SiliconeRubber,0.402,0.01,9,0.9952639598892008
SiliconeRubber,0.402,0.01,11,0.9969854825221528
SiliconeRubber,0.402,0.01,13,0.9985610863962199
SiliconeRubber,0.402,0.01,15,0.9973474975991072
SiliconeRubber,0.451,0.01,5,0.9926133597759811
SiliconeRubber,0.451,0.01,7,0.995303209580763
SiliconeRubber,0.451,0.01,9,0.997624519113934
SiliconeRubber,0.451,0.01,11,0.9974857912716496
SiliconeRubber,0.451,0.01,13,0.9981122087321865
SiliconeRubber,0.451,0.01,15,0.9967015737809202
SiliconeRubber,0.5,0.01,5,0.9940266714409931
SiliconeRubber,0.5,0.01,7,0.9949914345455458
SiliconeRubber,0.5,0.01,9,0.996681648733219
SiliconeRubber,0.5,0.01,11,0.9977724400048933
SiliconeRubber,0.5,0.01,13,0.998031370963674
SiliconeRubber,0.5,0.01,15,0.9951414430627876
