Length,radius,lrratio,TDL,Fratio,intercept,AvgCurv,pade_12,pade_22,pade_31,pade_32,pade_13,pade_23,-22/inter,pade_22/2,pade222-inter,pcterr,pade_22/2_adj,adj22/inter,adj22_pcterr,test,ln(lr(x-12.5))
0.108,0.008,13.5,0.006167919,11,7.813850405,7.138794605,-16.00716217,-15.57476893,105.381866,-15.62689441,-16.98327174,-14.67692476,1.99322589,7.787384464,-0.026465941,0.338705496,7.870651364,1.007269266,-0.726926631,6.589936866,0.300104592
0.108,0.008,13.5,0.006167919,11,7.813850405,7.138794605,-16.00716217,-15.57476893,105.381866,-15.62689441,-16.98327174,-14.67692476,1.99322589,7.787384464,-0.026465941,0.338705496,7.870651364,1.007269266,-0.726926631,6.589936866,0.300104592
0.108,0.008,13.5,0.007462063,13,9.630738209,8.63664662,-19.83738795,-19.19636427,100.9870774,-19.29333597,-21.34410246,-17.85362983,1.993239133,9.598182137,-0.032556072,0.338043369,9.698919984,1.0070796,-0.707960001,7.850220055,0.300104592
0.108,0.008,13.5,0.007462063,13,9.630738209,8.63664662,-19.83738795,-19.19636427,100.9870774,-19.29333597,-21.34410246,-17.85362983,1.993239133,9.598182137,-0.032556072,0.338043369,9.698919984,1.0070796,-0.707960001,7.850220055,0.300104592
0.108,0.008,13.5,0.007463424,13,9.629404901,8.63822238,-19.84150994,-19.20024364,100.9823652,-19.29727353,-21.3488592,-17.85698843,1.993917988,9.600121821,-0.02928308,0.304100615,9.700878047,1.007422385,-0.742238457,7.851526248,0.300104592
0.108,0.008,13.5,0.008834507,15,11.62401249,10.22512374,-24.094012,-23.18307087,96.13306781,-23.35290884,-26.33030413,-21.25651619,1.994412075,11.59153544,-0.032477052,0.279396227,11.71080128,1.007466337,-0.74663367,9.146887463,0.300104592
0.108,0.008,13.5,0.008835537,15,11.61661031,10.22631582,-24.09728366,-23.18612065,96.12934315,-23.35602501,-26.33419405,-21.25908255,1.995945463,11.59306033,-0.023549988,0.202726849,11.71234007,1.008240765,-0.824076534,9.147845794,0.300104592
0.108,0.008,13.5,0.008835537,15,11.61661031,10.22631582,-24.09728366,-23.18612065,96.12934315,-23.35602501,-26.33419405,-21.25908255,1.995945463,11.59306033,-0.023549988,0.202726849,11.71234007,1.008240765,-0.824076534,9.147845794,0.300104592
0.108,0.009,12,0.00294537,5,3.14617805,3.030215839,-6.400258916,-6.315302107,102.7742886,-6.31978948,-6.574096718,-6.142459849,2.007293295,3.157651053,0.011473003,-0.364664772,3.192995491,1.014880735,-1.48807346,2.91266757,0.182321557
0.108,0.009,12,0.002948727,5,3.138204981,3.033669968,-6.407953235,-6.32279991,102.7651149,-6.327303179,-6.582210714,-6.149554326,2.01478232,3.161399955,0.023194974,-0.739115975,3.196784682,1.018666627,-1.866662669,2.915860506,0.182321557
0.108,0.009,12,0.002948727,5,3.138204981,3.033669968,-6.407953235,-6.32279991,102.7651149,-6.327303179,-6.582210714,-6.149554326,2.01478232,3.161399955,0.023194974,-0.739115975,3.196784682,1.018666627,-1.866662669,2.915860506,0.182321557
0.108,0.009,12,0.004201228,7,4.556647652,4.322250517,-9.344268761,-9.169326829,99.29218736,-9.182945859,-9.71607168,-8.810647144,2.012296655,4.584663415,0.028015763,-0.614832771,4.635078145,1.017212323,-1.721232341,4.088250843,0.182321557
0.108,0.009,12,0.004202459,7,4.553823398,4.323517829,-9.347222106,-9.172175494,99.2887203,-9.185807113,-9.719261425,-8.813278412,2.014170224,4.586087747,0.032264349,-0.708511201,4.636517259,1.018159216,-1.815921558,4.089385869,0.182321557
0.108,0.009,12,0.004202459,7,4.553823398,4.323517829,-9.347222106,-9.172175494,99.2887203,-9.185807113,-9.719261425,-8.813278412,2.014170224,4.586087747,0.032264349,-0.708511201,4.636517259,1.018159216,-1.815921558,4.089385869,0.182321557
0.108,0.009,12,0.005508856,9,6.062026697,5.66754729,-12.55360773,-12.24897944,95.5505668,-12.2811885,-13.22743979,-11.61916573,2.020607967,6.124489721,0.062463024,-1.03039837,6.190595993,1.021208962,-2.120896233,5.274054995,0.182321557
0.108,0.009,12,0.00551113,9,6.056664744,5.669887294,-12.5593212,-12.25443455,95.54394774,-12.28668624,-13.23377197,-11.62407734,2.023297486,6.127217275,0.07055253,-1.164874285,6.19335084,1.022567882,-2.256788204,5.276085055,0.182321557
0.108,0.009,12,0.00551113,9,6.056664744,5.669887294,-12.5593212,-12.25443455,95.54394774,-12.28668624,-13.23377197,-11.62407734,2.023297486,6.127217275,0.07055253,-1.164874285,6.19335084,1.022567882,-2.256788204,5.276085055,0.182321557
0.108,0.009,12,0.006873979,11,7.675214945,7.071995344,-16.06684894,-15.58613438,91.50274372,-15.65201007,-17.17613645,-14.58322348,2.030709823,7.79306719,0.117852245,-1.535491131,7.875554944,1.0261022,-2.610220038,6.473060242,0.182321557
0.108,0.009,12,0.006873821,11,7.674888191,7.071832608,-16.06643197,-15.58574028,91.50322185,-15.65161102,-17.17566121,-14.58287818,2.03074493,7.792870141,0.11798195,-1.537246493,7.875355996,1.026119964,-2.611996424,6.472923514,0.182321557
0.108,0.009,12,0.006873821,11,7.674888191,7.071832608,-16.06643197,-15.58574028,91.50322185,-15.65161102,-17.17566121,-14.58287818,2.03074493,7.792870141,0.11798195,-1.537246493,7.875355996,1.026119964,-2.611996424,6.472923514,0.182321557
0.108,0.009,12,0.008302804,13,9.419762242,8.541979315,-19.92947011,-19.21809224,87.08944606,-19.34079351,-21.64653844,-17.71925271,2.040188675,9.609046121,0.18928388,-2.009433731,9.708679768,1.030671425,-3.067142452,7.688217028,0.182321557
0.108,0.009,12,0.008303068,13,9.416917442,8.542250521,-19.93020074,-19.21877582,87.08861353,-19.34149005,-21.647397,-17.71983437,2.040877594,9.609387908,0.192470466,-2.04387972,9.709024718,1.031019416,-3.101941561,7.688437632,0.182321557
0.108,0.009,12,0.008303068,13,9.416917442,8.542250521,-19.93020074,-19.21877582,87.08861353,-19.34149005,-21.647397,-17.71983437,2.040877594,9.609387908,0.192470466,-2.04387972,9.709024718,1.031019416,-3.101941561,7.688437632,0.182321557
0.108,0.009,12,0.009805407,15,11.32526331,10.08786759,-24.20510778,-23.19776463,82.22209151,-23.41242847,-26.75641331,-21.05231264,2.048320115,11.59888232,0.273619011,-2.416005732,11.7165472,1.034549651,-3.454965131,8.925164599,0.182321557
0.108,0.009,12,0.009806673,15,11.31756051,10.08916997,-24.20880499,-23.20118873,82.21788199,-23.41594682,-26.76090665,-21.05513515,2.050016761,11.60059437,0.28303386,-2.500838054,11.71827444,1.035406388,-3.5406388,8.926189818,0.182321557
0.108,0.009,12,0.009806673,15,11.31756051,10.08916997,-24.20880499,-23.20118873,82.21788199,-23.41594682,-26.76090665,-21.05513515,2.050016761,11.60059437,0.28303386,-2.500838054,11.71827444,1.035406388,-3.5406388,8.926189818,0.182321557
0.108,0.01,10.8,0.003264807,5,3.119708716,3.022969443,-6.42286708,-6.328635031,91.65577791,-6.334197764,-6.61754503,-6.136549822,2.028598054,3.164317516,0.044608799,-1.429902709,3.199577431,1.025601337,-2.560133727,2.89370927,0.076961041
0.108,0.01,10.8,0.003264807,5,3.119708716,3.022969443,-6.42286708,-6.328635031,91.65577791,-6.334197764,-6.61754503,-6.136549822,2.028598054,3.164317516,0.044608799,-1.429902709,3.199577431,1.025601337,-2.560133727,2.89370927,0.076961041
0.108,0.01,10.8,0.003265796,5,3.117635964,3.023885318,-6.424930824,-6.330640777,91.65332801,-6.336208762,-6.619734399,-6.138436181,2.030590117,3.165320388,0.047684425,-1.529505865,3.200590987,1.02660831,-2.660830971,2.894549043,0.076961041
0.108,0.01,10.8,0.004648102,7,4.513577407,4.303797989,-9.381824286,-9.188267209,88.1725814,-9.205137577,-9.798824635,-8.79030017,2.035695055,4.594133604,0.080556197,-1.784752759,4.644333104,1.028969415,-2.8969415,4.0479778,0.076961041
0.108,0.01,10.8,0.0046501,7,4.509686381,4.305648253,-9.386205642,-9.192478358,88.16746374,-9.209371724,-9.803598134,-8.794156304,2.038385285,4.596239179,0.086552798,-1.919264239,4.64646026,1.030328912,-3.032891151,4.049616779,0.076961041
0.108,0.01,10.8,0.0046501,7,4.509686381,4.305648253,-9.386205642,-9.192478358,88.16746374,-9.209371724,-9.803598134,-8.794156304,2.038385285,4.596239179,0.086552798,-1.919264239,4.64646026,1.030328912,-3.032891151,4.049616779,0.076961041
0.108,0.01,10.8,0.006087374,9,5.988149493,5.636457461,-12.61960674,-12.28293379,84.41691641,-12.32290064,-13.3777382,-11.58422105,2.051206938,6.141466893,0.1533174,-2.560346905,6.207210533,1.036582427,-3.658242673,5.208190806,0.076961041
0.108,0.01,10.8,0.00608931,9,5.984139014,5.638250306,-12.62407488,-12.28718132,84.41176573,-12.32718923,-13.3827486,-11.58800177,2.053291424,6.143590658,0.159451644,-2.664571186,6.20935521,1.037635522,-3.7635522,5.209724971,0.076961041
0.108,0.01,10.8,0.00608931,9,5.984139014,5.638250306,-12.62407488,-12.28718132,84.41176573,-12.32718923,-13.3827486,-11.58800177,2.053291424,6.143590658,0.159451644,-2.664571186,6.20935521,1.037635522,-3.7635522,5.209724971,0.076961041
0.108,0.01,10.8,0.007582393,11,7.566349965,7.020734662,-16.16197286,-15.63184697,80.35393934,-15.71361838,-17.41274833,-14.52048685,2.065969331,7.815923487,0.249573523,-3.298466554,7.897813337,1.043807566,-4.380756555,6.372408459,0.076961041
0.108,0.01,10.8,0.007582393,11,7.566349965,7.020734662,-16.16197286,-15.63184697,80.35393934,-15.71361838,-17.41274833,-14.52048685,2.065969331,7.815923487,0.249573523,-3.298466554,7.897813337,1.043807566,-4.380756555,6.372408459,0.076961041
0.108,0.01,10.8,0.007583166,11,7.565856406,7.021450448,-16.16385316,-15.6336151,80.35179161,-15.71541397,-17.41492375,-14.52201386,2.066337802,7.816807549,0.250951142,-3.316890105,7.898705747,1.043993611,-4.399361059,6.373000181,0.076961041
0.108,0.01,10.8,0.00914475,13,9.259949699,8.467361078,-20.0678648,-19.28457914,75.90348749,-19.43715692,-22.00995538,-17.62431545,2.082579254,9.64228957,0.382339871,-4.128962722,9.741052869,1.051955268,-5.195526826,7.547665854,0.076961041
0.108,0.01,10.8,0.009145906,13,9.255518334,8.468431711,-20.0708351,-19.28734218,75.90010763,-19.43998494,-22.01351157,-17.62662536,2.083874882,9.64367109,0.388152756,-4.193744119,9.742446877,1.052609538,-5.260953798,7.548520741,0.076961041
0.108,0.01,10.8,0.009145906,13,9.255518334,8.468431711,-20.0708351,-19.28734218,75.90010763,-19.43998494,-22.01351157,-17.62662536,2.083874882,9.64367109,0.388152756,-4.193744119,9.742446877,1.052609538,-5.260953798,7.548520741,0.076961041
0.108,0.01,10.8,0.010782377,15,11.09488623,9.983682798,-24.39651468,-23.28922741,70.97223139,-23.55670766,-27.29150224,-20.91373129,2.099095648,11.6446137,0.54972747,-4.954782399,11.76106338,1.060043621,-6.004362121,8.737419845,0.076961041
0.108,0.01,10.8,0.01078229,15,11.09027278,9.983602142,-24.39627784,-23.28900945,70.97250191,-23.55648224,-27.29120777,-20.91355539,2.0999492,11.64450472,0.554231948,-4.997460019,11.76095346,1.060474679,-6.047467875,8.73735765,0.076961041
0.108,0.01,10.8,0.01078229,15,11.09027278,9.983602142,-24.39627784,-23.28900945,70.97250191,-23.55648224,-27.29120777,-20.91355539,2.0999492,11.64450472,0.554231948,-4.997460019,11.76095346,1.060474679,-6.047467875,8.73735765,0.076961041
0.157,0.004,39.25,0.001418121,5,2.520520778,2.258153763,-4.598639332,-4.57805638,243.5205027,-4.578399069,-4.638356389,-4.536663511,1.816313684,2.28902819,-0.231492588,9.1843158,2.344689422,0.930240069,6.975993116,2.22810112,1.367366351
0.157,0.004,39.25,0.00141814,5,2.520514703,2.258185415,-4.598704954,-4.578121423,243.5204221,-4.578464126,-4.638423146,-4.536727384,1.816343867,2.289060711,-0.231453992,9.182806656,2.344722724,0.930255523,6.974447697,2.228131937,1.367366351
0.157,0.004,39.25,0.00141814,5,2.520514703,2.258185415,-4.598704954,-4.578121423,243.5204221,-4.578464126,-4.638423146,-4.536727384,1.816343867,2.289060711,-0.231453992,9.182806656,2.344722724,0.930255523,6.974447697,2.228131937,1.367366351
0.157,0.004,39.25,0.00208969,7,3.844556701,3.327532429,-6.834614237,-6.789726893,240.784235,-6.790840784,-6.922421598,-6.69921687,1.766062363,3.394863446,-0.449693255,11.69688184,3.476883793,0.904365331,9.563466903,3.262820252,1.367366351
0.157,0.004,39.25,0.002090317,7,3.842375137,3.328529714,-6.836717172,-6.791802736,240.7816709,-6.792917646,-6.924578652,-6.70123786,1.767605321,3.395901368,-0.446473769,11.61973397,3.477946297,0.90515532,9.484467996,3.263779244,1.367366351
0.157,0.004,39.25,0.002090317,7,3.842375137,3.328529714,-6.836717172,-6.791802736,240.7816709,-6.792917646,-6.924578652,-6.70123786,1.767605321,3.395901368,-0.446473769,11.61973397,3.477946297,0.90515532,9.484467996,3.263779244,1.367366351
0.157,0.004,39.25,0.002831009,9,5.40393216,4.507975578,-9.347071385,-9.264291328,237.7328279,-9.26710994,-9.511475573,-9.09687745,1.714361145,4.632145664,-0.771786496,14.28194273,4.743262754,0.877742839,12.22571614,4.39028875,1.367366351
0.157,0.004,39.25,0.002831009,9,5.40393216,4.507975578,-9.347071385,-9.264291328,237.7328279,-9.26710994,-9.511475573,-9.09687745,1.714361145,4.632145664,-0.771786496,14.28194273,4.743262754,0.877742839,12.22571614,4.39028875,1.367366351
0.157,0.004,39.25,0.002831242,9,5.404145983,4.508347854,-9.347871129,-9.265077273,237.7318603,-9.267896599,-9.512303508,-9.097635331,1.714438748,4.632538637,-0.771607346,14.2780626,4.743664903,0.877782524,12.22174757,4.390641925,1.367366351
0.157,0.004,39.25,0.003662766,11,7.271226297,5.832429816,-12.22213655,-12.08281732,234.2689669,-12.0890442,-12.5035952,-11.80010131,1.661730336,6.041408659,-1.229817638,16.91348319,6.185172222,0.850636738,14.93632615,5.637425197,1.367366351
0.157,0.004,39.25,0.003662645,11,7.270274723,5.832237116,-12.22171388,-12.08240397,234.269474,-12.08863022,-12.50315302,-11.79970701,1.661890978,6.041201985,-1.229072739,16.9054511,6.184960798,0.850718994,14.92810062,5.637245095,1.367366351
0.157,0.004,39.25,0.003662645,11,7.270274723,5.832237116,-12.22171388,-12.08240397,234.269474,-12.08863022,-12.50315302,-11.79970701,1.661890978,6.041201985,-1.229072739,16.9054511,6.184960798,0.850718994,14.92810062,5.637245095,1.367366351
0.157,0.004,39.25,0.004626991,13,9.582284017,7.367820696,-15.63057267,-15.40683985,230.1978102,-15.41968871,-16.09165333,-14.95100455,1.607846295,7.703419927,-1.87886409,19.60768525,7.885029339,0.82287577,17.71242299,7.060241512,1.367366351
0.157,0.004,39.25,0.004627174,13,9.578535964,7.368111937,-15.63122698,-15.40747621,230.1970321,-15.42032665,-16.09234639,-14.95160397,1.608541876,7.703738103,-1.874797862,19.57290622,7.885354694,0.823231726,17.67682741,7.060509112,1.367366351
0.157,0.004,39.25,0.004627174,13,9.578535964,7.368111937,-15.63122698,-15.40747621,230.1970321,-15.42032665,-16.09234639,-14.95160397,1.608541876,7.703738103,-1.874797862,19.57290622,7.885354694,0.823231726,17.67682741,7.060509112,1.367366351
0.157,0.004,39.25,0.005810328,15,12.6948234,9.252114634,-19.92649099,-19.57092556,225.1153281,-19.59711811,-20.67750043,-18.84284846,1.541646145,9.785462778,-2.909360625,22.91769277,10.01351815,0.788787511,21.12124892,8.773900797,1.367366351
0.157,0.004,39.25,0.005810087,15,12.68644927,9.251730196,-19.92560165,-19.57006633,225.1163751,-19.59625546,-20.6765437,-18.84205166,1.542596034,9.785033166,-2.901416107,22.87019831,10.01307906,0.789273566,21.07264335,8.773554729,1.367366351
0.157,0.004,39.25,0.005810087,15,12.68644927,9.251730196,-19.92560165,-19.57006633,225.1163751,-19.59625546,-20.6765437,-18.84205166,1.542596034,9.785033166,-2.901416107,22.87019831,10.01307906,0.789273566,21.07264335,8.773554729,1.367366351
0.157,0.005,31.4,0.001733833,5,2.410192354,2.208704277,-4.516065566,-4.491401313,193.6343169,-4.491906066,-4.563964516,-4.441739013,1.863503262,2.245700657,-0.164491698,6.824836921,2.300143008,0.954340015,4.565998467,2.172907121,1.1442228
0.157,0.005,31.4,0.001733866,5,2.410073475,2.208746898,-4.516154637,-4.491489427,193.6342079,-4.49199421,-4.564055478,-4.441825192,1.863631741,2.245744713,-0.164328762,6.818412933,2.300188116,0.954405805,4.559419469,2.172948375,1.1442228
0.157,0.005,31.4,0.001733866,5,2.410073475,2.208746898,-4.516154637,-4.491489427,193.6342079,-4.49199421,-4.564055478,-4.441825192,1.863631741,2.245744713,-0.164328762,6.818412933,2.300188116,0.954405805,4.559419469,2.172948375,1.1442228
0.157,0.005,31.4,0.002527485,7,3.636439602,3.219725773,-6.650176611,-6.597495345,191.0339754,-6.599088436,-6.754155664,-6.491083436,1.814273319,3.298747672,-0.33769193,9.286334066,3.378110693,0.928961034,7.103896593,3.14440126,1.1442228
0.157,0.005,31.4,0.002527554,7,3.636216637,3.219813829,-6.650364344,-6.597680172,191.0337476,-6.599273397,-6.754349278,-6.491262366,1.814435396,3.298840086,-0.337376551,9.278230224,3.378205277,0.929044008,7.095599237,3.14448526,1.1442228
0.157,0.005,31.4,0.002527554,7,3.636216637,3.219813829,-6.650364344,-6.597680172,191.0337476,-6.599273397,-6.754349278,-6.491262366,1.814435396,3.298840086,-0.337376551,9.278230224,3.378205277,0.929044008,7.095599237,3.14448526,1.1442228
0.157,0.005,31.4,0.00339273,9,5.033535365,4.321948468,-9.025733088,-8.93027405,188.1643557,-8.934207451,-9.217515532,-8.736776572,1.77415542,4.465137025,-0.56839834,11.29222899,4.571668733,0.908242101,9.17578995,4.187658138,1.1442228
0.157,0.005,31.4,0.00339273,9,5.033535365,4.321948468,-9.025733088,-8.93027405,188.1643557,-8.934207451,-9.217515532,-8.736776572,1.77415542,4.465137025,-0.56839834,11.29222899,4.571668733,0.908242101,9.17578995,4.187658138,1.1442228
0.157,0.005,31.4,0.003392928,9,5.03310365,4.322201684,-9.026284759,-8.930814411,188.1636922,-8.934748523,-9.218090708,-8.737293851,1.77441496,4.465407206,-0.567696445,11.27925201,4.571945155,0.908374926,9.162507417,4.187895944,1.1442228
0.157,0.005,31.4,0.004343932,11,6.64875352,5.533671383,-11.69720027,-11.53973589,184.9659218,-11.54818326,-12.01981695,-11.21929594,1.735623957,5.769867946,-0.878885573,13.21880215,5.906267412,0.888327022,11.16729783,5.316052315,1.1442228
0.157,0.005,31.4,0.004344131,11,6.64815228,5.533924666,-11.69776532,-11.54028632,184.9652483,-11.54873489,-12.02041328,-11.21981635,1.735863716,5.77014316,-0.878009121,13.20681422,5.906548869,0.888449695,11.15503045,5.316286199,1.1442228
0.157,0.005,31.4,0.004344131,11,6.64815228,5.533924666,-11.69776532,-11.54028632,184.9652483,-11.54873489,-12.02041328,-11.21981635,1.735863716,5.77014316,-0.878009121,13.20681422,5.906548869,0.888449695,11.15503045,5.316286199,1.1442228
0.157,0.005,31.4,0.005400193,13,8.586842191,6.879227271,-14.73864465,-14.49359712,181.3577047,-14.51025046,-15.25182024,-13.99270176,1.687884417,7.246798562,-1.340043628,15.60577915,7.416364635,0.863689406,13.63105935,6.54714379,1.1442228
0.157,0.005,31.4,0.00540021,13,8.584031219,6.879247816,-14.7386917,-14.49364268,181.3576491,-14.51029617,-15.25187058,-13.99274424,1.688442448,7.246821342,-1.337209877,15.57787761,7.416387922,0.863974947,13.60250526,6.547162415,1.1442228
0.157,0.005,31.4,0.00540021,13,8.584031219,6.879247816,-14.7386917,-14.49364268,181.3576491,-14.51029617,-15.25187058,-13.99274424,1.688442448,7.246821342,-1.337209877,15.57787761,7.416387922,0.863974947,13.60250526,6.547162415,1.1442228
0.157,0.005,31.4,0.006628751,15,10.96074836,8.444269106,-18.37751858,-18.00527349,177.0814334,-18.03702769,-19.17733112,-17.24033944,1.642704759,9.002636745,-1.958111612,17.86476204,9.210779534,0.840342213,15.96577867,7.95111939,1.1442228
0.157,0.005,31.4,0.006629264,15,10.95350603,8.444922144,-18.37906004,-18.00675611,177.0796304,-18.03851808,-19.17900762,-17.24169942,1.643926252,9.003378053,-1.950127973,17.80368741,9.211536938,0.840966985,15.90330149,7.951699119,1.1442228
0.157,0.005,31.4,0.006629264,15,10.95350603,8.444922144,-18.37906004,-18.00675611,177.0796304,-18.03851808,-19.17900762,-17.24169942,1.643926252,9.003378053,-1.950127973,17.80368741,9.211536938,0.840966985,15.90330149,7.951699119,1.1442228
0.157,0.006,26.16666667,0.002045957,5,2.346466737,2.171929242,-4.458567968,-4.429890597,160.38321,-4.43058682,-4.514615826,-4.372076145,1.887898314,2.214945299,-0.131521438,5.605084287,2.268481183,0.966764688,3.323531216,2.130552169,0.961901243
0.157,0.006,26.16666667,0.002045957,5,2.346466737,2.171929242,-4.458567968,-4.429890597,160.38321,-4.43058682,-4.514615826,-4.372076145,1.887898314,2.214945299,-0.131521438,5.605084287,2.268481183,0.966764688,3.323531216,2.130552169,0.961901243
0.157,0.006,26.16666667,0.002046383,5,2.345618808,2.172381128,-4.459519793,-4.430830409,160.3820494,-4.431527073,-4.515591616,-4.37299164,1.888981446,2.215415204,-0.130203604,5.550927675,2.268962227,0.96731925,3.268074969,2.130987054,0.961901243
0.157,0.006,26.16666667,0.002966517,7,3.499675735,3.14916913,-6.540936546,-6.480286975,157.8565841,-6.482455981,-6.66172369,-6.357562298,1.851682117,3.240143487,-0.259532248,7.415894135,3.317767357,0.948021362,5.197863788,3.063163875,0.961901243
0.157,0.006,26.16666667,0.002966517,7,3.499675735,3.14916913,-6.540936546,-6.480286975,157.8565841,-6.482455981,-6.66172369,-6.357562298,1.851682117,3.240143487,-0.259532248,7.415894135,3.317767357,0.948021362,5.197863788,3.063163875,0.961901243
0.157,0.006,26.16666667,0.002966865,7,3.498835654,3.149537998,-6.541731667,-6.481067749,157.8556239,-6.483237537,-6.662548242,-6.358313872,1.852349865,3.240533875,-0.258301779,7.382506773,3.318166837,0.94836316,5.163684004,3.063512961,0.961901243
0.157,0.006,26.16666667,0.003956822,9,4.79410943,4.200448502,-8.835295435,-8.726695827,155.099515,-8.731966496,-9.05602601,-8.506050665,1.820295501,4.363347914,-0.430761516,8.98522494,4.466884769,0.931744432,6.825556776,4.049274573,0.961901243
0.157,0.006,26.16666667,0.003957003,9,4.79370063,4.20064009,-8.835718753,-8.72710911,155.0990087,-8.732380523,-9.056470545,-8.506443394,1.820536947,4.363554555,-0.430146075,8.973152656,4.467096132,0.931867982,6.813201804,4.049452701,0.961901243
0.157,0.006,26.16666667,0.003957003,9,4.79370063,4.20064009,-8.835718753,-8.72710911,155.0990087,-8.732380523,-9.056470545,-8.506443394,1.820536947,4.363554555,-0.430146075,8.973152656,4.467096132,0.931867982,6.813201804,4.049452701,0.961901243
0.157,0.006,26.16666667,0.005029132,11,6.262736793,5.338781821,-11.38426333,-11.20758841,152.0660542,-11.21869595,-11.75141218,-10.84701956,1.789567209,5.603794203,-0.65894259,10.52163954,5.735389836,0.915796085,8.420391511,5.097703288,0.961901243
0.157,0.006,26.16666667,0.005029132,11,6.262736793,5.338781821,-11.38426333,-11.20758841,152.0660542,-11.21869595,-11.75141218,-10.84701956,1.789567209,5.603794203,-0.65894259,10.52163954,5.735389836,0.915796085,8.420391511,5.097703288,0.961901243
0.157,0.006,26.16666667,0.00503255,11,6.255598395,5.342410149,-11.39249679,-11.21557767,152.0563024,-11.22670881,-11.76017921,-10.85450522,1.792886461,5.607788835,-0.64780956,10.35567693,5.739473903,0.917493985,8.250601455,5.101013699,0.961901243
0.157,0.006,26.16666667,0.006202299,13,7.966251348,6.584181283,-14.2515902,-13.98078329,148.6864936,-14.00223016,-14.82827794,-13.42532593,1.755001529,6.990391647,-0.975859701,12.24992357,7.152685132,0.897873393,10.21266065,6.222587854,0.961901243
0.157,0.006,26.16666667,0.006202592,13,7.963017669,6.584492624,-14.25231744,-13.98148439,148.6856405,-14.00293446,-14.82906437,-13.42597271,1.755802257,6.990742196,-0.972275473,12.20988717,7.153043355,0.898282994,10.17170058,6.22286625,0.961901243
0.157,0.006,26.16666667,0.006202592,13,7.963017669,6.584492624,-14.25231744,-13.98148439,148.6856405,-14.00293446,-14.82906437,-13.42597271,1.755802257,6.990742196,-0.972275473,12.20988717,7.153043355,0.898282994,10.17170058,6.22286625,0.961901243
0.157,0.006,26.16666667,0.007514358,15,9.986184118,7.977025121,-17.5580095,-17.15701968,144.8262711,-17.19643645,-18.43578211,-16.32980266,1.718075641,8.578509841,-1.407674277,14.09621794,8.775135533,0.878727593,12.1272407,7.454360462,0.961901243
0.157,0.006,26.16666667,0.007514358,15,9.986184118,7.977025121,-17.5580095,-17.15701968,144.8262711,-17.19643645,-18.43578211,-16.32980266,1.718075641,8.578509841,-1.407674277,14.09621794,8.775135533,0.878727593,12.1272407,7.454360462,0.961901243
0.157,0.006,26.16666667,0.007518858,15,9.980866022,7.981802388,-17.5695341,-17.16805177,144.8128774,-17.2075439,-18.44846828,-16.33980218,1.720096406,8.584025886,-1.396840136,13.99517971,8.780769333,0.879760265,12.02397353,7.458538893,0.961901243
0.157,0.007,22.42857143,0.002362139,5,2.294257335,2.14935272,-4.430033411,-4.397201419,136.6199763,-4.398126681,-4.494616583,-4.330927451,1.916612122,2.198600709,-0.095656626,4.169393924,2.251580104,0.981398237,1.860176279,2.102262674,0.807750563
0.157,0.007,22.42857143,0.002362139,5,2.294257335,2.14935272,-4.430033411,-4.397201419,136.6199763,-4.398126681,-4.494616583,-4.330927451,1.916612122,2.198600709,-0.095656626,4.169393924,2.251580104,0.981398237,1.860176279,2.102262674,0.807750563
0.157,0.007,22.42857143,0.00236263,5,2.293236723,2.149799811,-4.430982651,-4.398136894,136.6188231,-4.399062745,-4.495593548,-4.331835011,1.917873044,2.199068447,-0.094168276,4.106347806,2.252058862,0.982043781,1.795621878,2.102690459,0.807750563
0.157,0.007,22.42857143,0.0034087,7,3.398933268,3.101637713,-6.478617896,-6.409782278,134.144638,-6.412632803,-6.616957821,-6.270241915,1.885821749,3.204891139,-0.194042129,5.708912572,3.281343407,0.965403893,3.459610748,3.004829755,0.807750563
0.157,0.007,22.42857143,0.003409351,7,3.397680976,3.102230554,-6.479910013,-6.411047787,134.1430849,-6.413899991,-6.618305267,-6.271453111,1.886889273,3.205523893,-0.192157083,5.655536352,3.281990774,0.965950246,3.404975412,3.005386355,0.807750563
0.157,0.007,22.42857143,0.003409351,7,3.397680976,3.102230554,-6.479910013,-6.411047787,134.1430849,-6.413899991,-6.618305267,-6.271453111,1.886889273,3.205523893,-0.192157083,5.655536352,3.281990774,0.965950246,3.404975412,3.005386355,0.807750563
0.157,0.007,22.42857143,0.004526981,9,4.618971694,4.119181651,-8.727563441,-8.605263406,131.4558681,-8.612123027,-8.979084811,-8.356192537,1.863025793,4.302631703,-0.316339991,6.848710327,4.404165411,0.953494783,4.650521743,3.950735303,0.807750563
0.157,0.007,22.42857143,0.004526981,9,4.618971694,4.119181651,-8.727563441,-8.605263406,131.4558681,-8.612123027,-8.979084811,-8.356192537,1.863025793,4.302631703,-0.316339991,6.848710327,4.404165411,0.953494783,4.650521743,3.950735303,0.807750563
0.157,0.007,22.42857143,0.004527217,9,4.618578715,4.119396604,-8.728045163,-8.605732175,131.4552952,-8.612592909,-8.979594404,-8.356634678,1.863285809,4.302866087,-0.315712627,6.835709575,4.404405094,0.953627808,4.637219234,3.950933155,0.807750563
