length,radius,LRratio,MaxCurv,MinCurv,EqCCval
0.01,0.001,10.0,0.9415653835164071,0.8104264210419453,0.8426692674449985
0.108,0.01,10.8,0.9996542018730495,0.831090294229915,0.8835175304455987
0.059,0.005,11.8,1.0134004563670764,0.8368950205593646,0.8910816035968419
0.108,0.009,12.0,1.0168787503251304,0.8317948653638998,0.8930532492017612
0.108,0.008,13.5,1.0389017530231026,0.8347960477832141,0.9045448717051355
0.059,0.004,14.75,1.0586204202752256,0.8287427074042258,0.9149481064548545
0.108,0.007,15.429,1.0691436542259083,0.8294533341713162,0.9204616113918741
0.157,0.01,15.7,1.0734453715177954,0.8287965137456308,0.9240941242405708
0.157,0.009,17.444,1.1012235345811041,0.8286910471438798,0.9351075590617091
0.108,0.006,18.0,1.1101496334967556,0.8293987759710292,0.9412981219172935
0.157,0.008,19.625,1.1369561599665403,0.8277783012813926,0.9547224092969951
0.059,0.003,19.667,1.1370625979936801,0.8333923352662642,0.9548950596153007
0.206,0.01,20.6,1.152991569729097,0.8296591603875514,0.9629943306809383
0.108,0.005,21.6,1.17037479532853,0.8255077500173367,0.971474875746646
0.157,0.007,22.429,1.184076707795135,0.82911041130536,0.9786425752505139
0.206,0.009,22.889,1.1925817016134908,0.8281549309363345,0.9837168404847902
0.255,0.01,25.5,1.2382397796987195,0.8248744553762117,1.006712605745237
0.206,0.008,25.75,1.2424595679499166,0.8274113072580108,1.0072899090601715
0.157,0.006,26.167,1.2504150909395881,0.8229078991508436,1.0100542046828551
0.108,0.004,27.0,1.2654854962332849,0.8230226240756954,1.0184301489853163
0.255,0.009,28.333,1.2897285314551592,0.8247349802834214,1.030048634872164
0.206,0.007,29.429,1.3101169251428462,0.8244005439155014,1.0393124132298392
0.059,0.002,29.5,1.3113445492649975,0.8259773542356353,1.041293732954481
0.304,0.01,30.4,1.328907020677515,0.8199719727129706,1.0504566583110848
0.157,0.005,31.4,1.3480261744620485,0.8199857632866719,1.058271612545714
0.255,0.008,31.875,1.3570124105480952,0.8215785213378538,1.064439662029084
0.304,0.009,33.778,1.3947010956408938,0.8188611040899624,1.0820643746097278
0.206,0.006,34.333,1.4073408019747222,0.8160976499339827,1.0859878556808849
0.353,0.01,35.3,1.4256063608203713,0.8153396623201528,1.096661748765621
0.108,0.003,36.0,1.440473621578842,0.8114794586468855,1.1035226257093458
0.255,0.007,36.429,1.4497985908059698,0.8125005284317748,1.1080019599078483
0.304,0.008,38.0,1.4821980557073693,0.8113725081581299,1.1243144135486045
0.353,0.009,39.222,1.509199850074906,0.8037328430199834,1.136081528498111
0.157,0.004,39.25,1.508867844589237,0.8120592960636476,1.136356692705846
0.402,0.01,40.2,1.5304127097127391,0.80469698984439,1.1460690214000109
0.206,0.005,41.2,1.5530731089094136,0.8000306694318486,1.1556850139795987
0.255,0.006,42.5,1.582515155729316,0.8008084407445618,1.1719044685113646
0.304,0.007,43.429,1.6039079131685363,0.8004813910532803,1.181403927649955
0.353,0.008,44.125,1.6209051270709771,0.7943958666153751,1.189013463268362
0.402,0.009,44.667,1.6341625112556177,0.791411675496517,1.1952193294290316
0.451,0.01,45.1,1.6438378249698848,0.7982001934984929,1.1990704065268052
0.5,0.01,50.0,1.7700416408272759,0.7792897210980629,1.2570015408950386
