length,radius,LRratio,MaxCurv,MinCurv,EqCCval
0.01,0.001,10.0,0.6414995475404188,0.5725334157927585,0.5873158847982176
0.108,0.01,10.8,0.6463793931394691,0.5729584602430773,0.5902915110457129
0.059,0.005,11.8,0.6531677514878593,0.5684198384473202,0.5928817469856353
0.108,0.009,12.0,0.6540004770840149,0.5723820291472071,0.5946031677553228
0.108,0.008,13.5,0.6639762914693561,0.5703311640610934,0.6000502134017532
0.059,0.004,14.75,0.6718221549383289,0.5739685542752344,0.6030617060576219
0.108,0.007,15.429,0.6767580806668942,0.5707476451553294,0.6068730675827326
0.157,0.01,15.7,0.6785175177794724,0.5712425895781178,0.6068732107402833
0.157,0.009,17.444,0.6903942104476076,0.5709225911049398,0.6130364963219268
0.108,0.006,18.0,0.6945438184230419,0.5681019499585767,0.6151663994007
0.157,0.008,19.625,0.7056171096128782,0.5693585927382747,0.6204677471652376
0.059,0.003,19.667,0.7053889526314084,0.5739523050890754,0.6215083213786866
0.206,0.01,20.6,0.7124674365021874,0.5687711108181345,0.6247974302225363
0.108,0.005,21.6,0.7192786802571471,0.5706843109174529,0.6286624310469592
0.157,0.007,22.429,0.7253184420630062,0.5688462500235758,0.6312348570854835
0.206,0.009,22.889,0.7284129727356802,0.5701516653652738,0.6317890318646556
0.255,0.01,25.5,0.7472172000229798,0.5685815091397022,0.6424233156080957
0.206,0.008,25.75,0.7488505928799457,0.5699950084284029,0.6431200475561327
0.157,0.006,26.167,0.7519002008450288,0.5694987695252249,0.644250687015072
0.108,0.004,27.0,0.7578384409518891,0.5698620171831718,0.6472243026318364
0.255,0.009,28.333,0.7677382145838576,0.5677820255969462,0.6526578687548142
0.206,0.007,29.429,0.7755925686047603,0.5688401724138049,0.6563483676631913
0.059,0.002,29.5,0.7763792246875997,0.5660260938964492,0.6564550428634713
0.304,0.01,30.4,0.7828228163963934,0.5679320927106616,0.6600109439942392
0.157,0.005,31.4,0.7902077194240308,0.5674060521930526,0.6644953990947587
0.255,0.008,31.875,0.793552699270692,0.5687294847078409,0.6658828470895911
0.304,0.009,33.778,0.8077039320290673,0.5682270088381475,0.6732304454115124
0.206,0.006,34.333,0.811811503875289,0.5685909989131892,0.6752983971977693
0.353,0.01,35.3,0.8191584346880445,0.5675844387930054,0.6784189870831815
0.108,0.003,36.0,0.8244790557044702,0.5665006503229528,0.6806890380571498
0.255,0.007,36.429,0.8274235462485483,0.5693421731870156,0.6814793847061567
0.304,0.008,38.0,0.8394143544518426,0.5681034661211513,0.6885591581361435
0.353,0.009,39.222,0.8488260981185435,0.566818182938075,0.6922564518294135
0.157,0.004,39.25,0.8491162996695476,0.5662982326285948,0.6947382761966988
0.402,0.01,40.2,0.8564442290229564,0.5653802017438516,0.6966088897591706
0.206,0.005,41.2,0.8637981468714159,0.5681612563395535,0.7003326234288049
0.255,0.006,42.5,0.8739086058879759,0.5673352717013085,0.7051517521548147
0.304,0.007,43.429,0.881070705364884,0.567436207402817,0.7091494670572611
0.353,0.008,44.125,0.8866162936690538,0.5660656505697728,0.7108802127135095
0.402,0.009,44.667,0.8911135637081269,0.56330446594323,0.7131105470024882
0.451,0.01,45.1,0.8942464306958593,0.5659287900514691,0.7155657043711959
0.5,0.01,50.0,0.9334864525977559,0.5610592778967697,0.73426711180135
