off_tdl,off_x,off_y
-8.84,-44.1011605399447,9.937567494235608
-7.9559999999999995,-44.96099519534262,16.80542715571815
-7.072,-44.546966365261866,23.952325950731133
-6.188,-42.80175901757596,31.11859307611791
-5.304,-39.723948757679096,38.03463853899875
-4.42,-35.36936679227467,44.4333731898298
-3.5359999999999996,-29.849653733244303,50.062706927473066
-2.652,-23.32804359284765,54.69748263134883
-1.7679999999999998,-16.01256667541661,58.15022771818359
-0.8839999999999995,-8.146998131029923,60.28016333186983
0.0,0.0,61.0
0.8840000000000003,8.146998131029934,60.280163331869815
1.7680000000000007,16.012566675416615,58.15022771818359
2.652000000000001,23.328043592847656,54.69748263134883
3.5359999999999996,29.849653733244303,50.062706927473066
4.42,35.36936679227467,44.4333731898298
5.304,39.723948757679096,38.03463853899875
6.188000000000001,42.80175901757596,31.11859307611791
7.072000000000001,44.546966365261866,23.952325950731122
7.9559999999999995,44.96099519534262,16.80542715571815
8.84,44.1011605399447,9.937567494235608
