length,radius,LRratio,MaxCurv,MinCurv,EqCCval
0.01,0.001,10.0,0.32436823427741635,0.30677809213600743,0.30677040162927327
0.108,0.01,10.8,0.33734609128566195,0.31542558965197337,0.3177066711829057
0.059,0.005,11.8,0.33923062936006576,0.31522856333702665,0.3185809929028498
0.108,0.009,12.0,0.33959216971385814,0.31534016916593455,0.3190076711352418
0.108,0.008,13.5,0.3424642780321791,0.31521367381530385,0.320740599466621
0.059,0.004,14.75,0.3451365184598419,0.31292806142983726,0.32182970798081556
0.108,0.007,15.429,0.34627615536997175,0.3148886550094869,0.32247153480524215
0.157,0.01,15.7,0.34676576125354797,0.31508646236209614,0.3223444961205073
0.157,0.009,17.444,0.3502036555783587,0.3151585232237277,0.3241249068797826
0.108,0.006,18.0,0.3514398801374697,0.31405859373313894,0.3254958552364785
0.157,0.008,19.625,0.3546179237244084,0.31475979668158244,0.326495477268406
0.059,0.003,19.667,0.35453939377337823,0.3163789830767168,0.32680793410013825
0.206,0.01,20.6,0.3566227587661178,0.31458382247757427,0.3275578652340636
0.108,0.005,21.6,0.3587062347184925,0.31409009814113453,0.3285140143672418
0.157,0.007,22.429,0.36037116028499666,0.3141973202648479,0.3301703653277359
0.206,0.009,22.889,0.3609961269733028,0.31560358453072374,0.33003973906886774
0.255,0.01,25.5,0.36662631029867765,0.3142243206629163,0.3327685537694242
0.206,0.008,25.75,0.36709958372845075,0.3146336304084166,0.33251739983003037
0.157,0.006,26.167,0.3679585371260643,0.3146949685252591,0.33372188314556783
0.108,0.004,27.0,0.36977721991585766,0.3136027603629646,0.3341026983388513
0.255,0.009,28.333,0.3711878957692737,0.31519261506693363,0.3355835436633969
0.206,0.007,29.429,0.37462280228145795,0.3150490013061822,0.33689976848819825
0.059,0.002,29.5,0.3746433732904238,0.31611807396215164,0.33655707859754397
0.304,0.01,30.4,0.3766489046728859,0.31492436784616623,0.33766433024524845
0.157,0.005,31.4,0.37871079558889964,0.3148730545668676,0.33873825237376715
0.255,0.008,31.875,0.37971319147603,0.3148671876241734,0.3395808111883748
0.304,0.009,33.778,0.38370110706232957,0.31454871271381657,0.3413958960567415
0.206,0.006,34.333,0.3837519276131326,0.3139928742102601,0.34139128881011965
0.353,0.01,35.3,0.38686887078037124,0.31449709709839885,0.3429678787529272
0.108,0.003,36.0,0.38822965993613423,0.3155731029488336,0.3441863748925328
0.255,0.007,36.429,0.38920444225919426,0.3146269895255062,0.344577638918027
0.304,0.008,38.0,0.3925100601757322,0.3145719874637394,0.3460414065691894
0.353,0.009,39.222,0.39506241443366213,0.31449003122003744,0.3470977324139492
0.157,0.004,39.25,0.39517191546758207,0.3140415977709554,0.34743660352191014
0.402,0.01,40.2,0.3971001201581527,0.31462785459905973,0.3480105712214711
0.206,0.005,41.2,0.39895358413571247,0.315710786950961,0.349136842354629
0.255,0.006,42.5,0.3930697174660991,0.3176032765809843,0.3471116222002564
0.304,0.007,43.429,0.40383186990708647,0.3150658848627813,0.3517476774447381
0.353,0.008,44.125,0.40532533408420884,0.3148776438613114,0.3521400712202619
0.402,0.009,44.667,0.4063119917899715,0.31620550714014806,0.35308680357130423
0.451,0.01,45.1,0.4071330585716119,0.3171963356411325,0.35335011742358524
0.5,0.01,50.0,0.41773285395949195,0.3147189563837398,0.358220318903823
