0,0,0
1.7049e-06-7.0725e-09i,-4.4057e-12+1.4329e-14i,0.0060605+9.6261e-08i
7.4605e-05-5.8915e-07i,-1.9578e-10+6.3024e-13i,0.012121+1.9281e-07i
0.00021774-1.7422e-06i,-5.7163e-10+1.8483e-12i,0.018181+3.0303e-07i
0.00043012-3.462e-06i,-1.1294e-09+3.6687e-12i,0.024238+4.3989e-07i
0.00071078-5.7439e-06i,-1.8666e-09+6.0916e-12i,0.030294+6.1593e-07i
0.0010587-8.5829e-06i,-2.7806e-09+9.1166e-12i,0.036347+8.4328e-07i
0.0014729-1.1974e-05i,-3.8688e-09+1.2743e-11i,0.042395+1.1336e-06i
0.0019523-1.5912e-05i,-5.1286e-09+1.697e-11i,0.048439+1.4983e-06i
0.002496-2.0391e-05i,-6.5573e-09+2.1797e-11i,0.054479+1.948e-06i
0.0031029-2.5406e-05i,-8.1522e-09+2.7221e-11i,0.060512+2.4933e-06i
0.0037719-3.095e-05i,-9.9108e-09+3.3241e-11i,0.066539+3.1442e-06i
0.0045021-3.7018e-05i,-1.183e-08+3.9855e-11i,0.07256+3.9101e-06i
0.0052923-4.3603e-05i,-1.3908e-08+4.7061e-11i,0.078573+4.8003e-06i
0.0061416-5.0699e-05i,-1.6141e-08+5.4854e-11i,0.084578+5.8235e-06i
0.0070488-5.83e-05i,-1.8527e-08+6.3233e-11i,0.090575+6.988e-06i
0.008013-6.6398e-05i,-2.1063e-08+7.2193e-11i,0.096564+8.3017e-06i
0.0090331-7.4988e-05i,-2.3746e-08+8.1731e-11i,0.10254+9.772e-06i
0.010108-8.4062e-05i,-2.6573e-08+9.1842e-11i,0.10851+1.1406e-05i
0.011237-9.3615e-05i,-2.9543e-08+1.0252e-10i,0.11447+1.3211e-05i
0.012418-0.00010364i,-3.2651e-08+1.1377e-10i,0.12043+1.5192e-05i
0.013651-0.00011413i,-3.5896e-08+1.2557e-10i,0.12637+1.7356e-05i
0.014935-0.00012507i,-3.9275e-08+1.3793e-10i,0.1323+1.9708e-05i
0.016268-0.00013647i,-4.2785e-08+1.5083e-10i,0.13821+2.2254e-05i
0.01765-0.00014831i,-4.6422e-08+1.6428e-10i,0.14412+2.4997e-05i
0.019079-0.00016058i,-5.0186e-08+1.7826e-10i,0.15002+2.7943e-05i
0.020555-0.00017329i,-5.4072e-08+1.9277e-10i,0.15591+3.1096e-05i
0.022076-0.00018642i,-5.8078e-08+2.0781e-10i,0.16178+3.4459e-05i
0.023641-0.00019997i,-6.2202e-08+2.2336e-10i,0.16764+3.8036e-05i
0.02525-0.00021393i,-6.644e-08+2.3942e-10i,0.17349+4.183e-05i
0.026901-0.00022829i,-7.0791e-08+2.5597e-10i,0.17933+4.5843e-05i
0.028594-0.00024305i,-7.5251e-08+2.7303e-10i,0.18516+5.0078e-05i
0.030327-0.0002582i,-7.9819e-08+2.9056e-10i,0.19098+5.4538e-05i
0.032099-0.00027373i,-8.4491e-08+3.0858e-10i,0.19678+5.9223e-05i
0.033909-0.00028964i,-8.9264e-08+3.2706e-10i,0.20258+6.4136e-05i
0.035757-0.00030593i,-9.4137e-08+3.46e-10i,0.20836+6.9277e-05i
0.037641-0.00032258i,-9.9107e-08+3.654e-10i,0.21413+7.4648e-05i
0.039561-0.00033959i,-1.0417e-07+3.8524e-10i,0.21989+8.025e-05i
0.041515-0.00035695i,-1.0933e-07+4.0551e-10i,0.22563+8.6083e-05i
0.043503-0.00037466i,-1.1457e-07+4.2621e-10i,0.23137+9.2147e-05i
0.045523-0.00039271i,-1.199e-07+4.4733e-10i,0.23709+9.8443e-05i
0.047575-0.00041111i,-1.2532e-07+4.6885e-10i,0.2428+0.00010497i
0.049658-0.00042983i,-1.3082e-07+4.9077e-10i,0.24851+0.00011173i
0.05177-0.00044888i,-1.364e-07+5.1308e-10i,0.2542+0.00011871i
0.053911-0.00046825i,-1.4205e-07+5.3577e-10i,0.25988+0.00012593i
0.056081-0.00048794i,-1.4778e-07+5.5883e-10i,0.26555+0.00013337i
0.058277-0.00050793i,-1.5359e-07+5.8224e-10i,0.27121+0.00014105i
0.0605-0.00052824i,-1.5946e-07+6.0601e-10i,0.27686+0.00014894i
0.062748-0.00054885i,-1.654e-07+6.3012e-10i,0.28249+0.00015707i
0.065021-0.00056975i,-1.7141e-07+6.5456e-10i,0.28812+0.00016541i
0.067318-0.00059095i,-1.7748e-07+6.7932e-10i,0.29374+0.00017397i
0.069637-0.00061243i,-1.8362e-07+7.0439e-10i,0.29935+0.00018276i
0.071979-0.0006342i,-1.8981e-07+7.2976e-10i,0.30495+0.00019176i
0.074342-0.00065625i,-1.9606e-07+7.5542e-10i,0.31055+0.00020097i
0.076725-0.00067858i,-2.0237e-07+7.8137e-10i,0.31613+0.0002104i
0.079129-0.00070118i,-2.0873e-07+8.0758e-10i,0.32171+0.00022003i
0.081551-0.00072405i,-2.1514e-07+8.3405e-10i,0.32727+0.00022988i
0.083991-0.00074719i,-2.2161e-07+8.6078e-10i,0.33283+0.00023993i
0.086449-0.00077058i,-2.2812e-07+8.8775e-10i,0.33838+0.00025017i
0.088924-0.00079424i,-2.3467e-07+9.1494e-10i,0.34393+0.00026062i
0.091414-0.00081815i,-2.4127e-07+9.4236e-10i,0.34946+0.00027127i
0.09392-0.00084232i,-2.4791e-07+9.6998e-10i,0.35499+0.00028211i
0.096441-0.00086673i,-2.546e-07+9.9781e-10i,0.36052+0.00029313i
0.098976-0.0008914i,-2.6132e-07+1.0258e-09i,0.36603+0.00030435i
0.10152-0.0009163i,-2.6808e-07+1.054e-09i,0.37154+0.00031575i
0.10408-0.00094145i,-2.7487e-07+1.0824e-09i,0.37705+0.00032733i
0.10666-0.00096684i,-2.817e-07+1.1109e-09i,0.38255+0.00033909i
0.10924-0.00099247i,-2.8856e-07+1.1396e-09i,0.38804+0.00035102i
0.11184-0.0010183i,-2.9545e-07+1.1684e-09i,0.39353+0.00036313i
0.11444-0.0010444i,-3.0236e-07+1.1974e-09i,0.39901+0.0003754i
0.11706-0.0010707i,-3.0931e-07+1.2264e-09i,0.40449+0.00038784i
0.11968-0.0010973i,-3.1628e-07+1.2556e-09i,0.40997+0.00040045i
0.12231-0.0011241i,-3.2328e-07+1.2849e-09i,0.41544+0.00041321i
0.12495-0.0011511i,-3.303e-07+1.3142e-09i,0.42091+0.00042613i
0.1276-0.0011783i,-3.3734e-07+1.3437e-09i,0.42637+0.0004392i
0.13026-0.0012057i,-3.444e-07+1.3732e-09i,0.43183+0.00045242i
0.13292-0.0012334i,-3.5148e-07+1.4028e-09i,0.43729+0.00046578i
0.13558-0.0012613i,-3.5858e-07+1.4325e-09i,0.44274+0.0004793i
0.13826-0.0012894i,-3.6569e-07+1.4621e-09i,0.44819+0.00049295i
0.14094-0.0013177i,-3.7282e-07+1.4919e-09i,0.45364+0.00050674i
0.14362-0.0013462i,-3.7997e-07+1.5216e-09i,0.45909+0.00052067i
0.14631-0.001375i,-3.8713e-07+1.5514e-09i,0.46453+0.00053473i
0.149-0.0014039i,-3.943e-07+1.5812e-09i,0.46998+0.00054892i
0.15169-0.0014331i,-4.0148e-07+1.611e-09i,0.47542+0.00056323i
0.15439-0.0014625i,-4.0867e-07+1.6407e-09i,0.48085+0.00057767i
0.15709-0.0014921i,-4.1588e-07+1.6705e-09i,0.48629+0.00059224i
0.15979-0.0015219i,-4.2309e-07+1.7003e-09i,0.49173+0.00060692i
0.1625-0.0015519i,-4.3031e-07+1.73e-09i,0.49716+0.00062172i
0.1652-0.0015821i,-4.3753e-07+1.7597e-09i,0.5026+0.00063664i
0.16791-0.0016125i,-4.4476e-07+1.7893e-09i,0.50803+0.00065168i
0.17062-0.0016431i,-4.52e-07+1.819e-09i,0.51347+0.00066682i
0.17333-0.0016739i,-4.5925e-07+1.8485e-09i,0.5189+0.00068207i
0.17605-0.001705i,-4.6649e-07+1.878e-09i,0.52433+0.00069744i
0.17876-0.0017362i,-4.7375e-07+1.9075e-09i,0.52976+0.00071291i
0.18147-0.0017676i,-4.81e-07+1.9369e-09i,0.53519+0.00072848i
0.18419-0.0017993i,-4.8826e-07+1.9662e-09i,0.54062+0.00074417i
0.1869-0.0018311i,-4.9552e-07+1.9954e-09i,0.54606+0.00075995i
0.18961-0.0018632i,-5.0278e-07+2.0246e-09i,0.55149+0.00077584i
0.19233-0.0018954i,-5.1005e-07+2.0537e-09i,0.55692+0.00079183i
0.19504-0.0019279i,-5.1732e-07+2.0827e-09i,0.56235+0.00080792i
