,Position,Curvature
0,0.0,0.39400983286153485
1,0.012244897959183673,0.589795334117436
2,0.024489795918367346,0.7831751121656414
3,0.03673469387755102,0.7784273252185014
4,0.04897959183673469,0.7737105999815832
5,0.061224489795918366,0.7688946518561391
6,0.07346938775510203,0.7638618918125517
7,0.08571428571428572,0.7591841633774564
8,0.09795918367346938,0.7545808989579259
9,0.11020408163265305,0.7495869541722594
10,0.12244897959183673,0.7447093698460454
11,0.1346938775510204,0.7414174850485062
12,0.14693877551020407,0.7364429346402447
13,0.15918367346938775,0.72927043705296
14,0.17142857142857143,0.7263210659103939
15,0.18367346938775508,0.7200521878145587
16,0.19591836734693877,0.7146210066745617
17,0.20816326530612245,0.7126523010460484
18,0.2204081632653061,0.7049253205970917
19,0.23265306122448978,0.700758097194152
20,0.24489795918367346,0.6989650524469737
21,0.2571428571428571,0.6958777209800154
22,0.2693877551020408,0.6861558020080415
23,0.2816326530612245,0.6772541283252858
24,0.29387755102040813,0.679064430625955
25,0.30612244897959184,0.6745853326458471
26,0.3183673469387755,0.6657073851117596
27,0.33061224489795915,0.6626368163602222
28,0.34285714285714286,0.6602889553482613
29,0.3551020408163265,0.6555700197216218
30,0.36734693877551017,0.6491575085712341
31,0.3795918367346939,0.6442854633025551
32,0.39183673469387753,0.6377238028551987
33,0.4040816326530612,0.6311194545009106
34,0.4163265306122449,0.6324276990226111
35,0.42857142857142855,0.6312062715253971
36,0.4408163265306122,0.6150887219318382
37,0.4530612244897959,0.6093723503784216
38,0.46530612244897956,0.6171900419621514
39,0.4775510204081632,0.6077929949796879
40,0.4897959183673469,0.598715905341688
41,0.5020408163265306,0.5963518911524021
42,0.5142857142857142,0.5869165966165373
43,0.5265306122448979,0.5899799219783366
44,0.5387755102040817,0.5803957122144849
45,0.5510204081632653,0.5723712526868923
46,0.563265306122449,0.5913033957222251
47,0.5755102040816327,0.5754587061305722
48,0.5877551020408163,0.40904826240038616
49,0.6,0.26702126006382826
