,Position,Curvature
0,0.0,0.45361515588934764
1,0.012244897959183673,0.6789495084331659
2,0.024489795918367346,0.9012208842390887
3,0.03673469387755102,0.8952832062819788
4,0.04897959183673469,0.889328572636494
5,0.061224489795918366,0.8833390979909114
6,0.07346938775510203,0.8774088216414677
7,0.08571428571428572,0.8717440862667148
8,0.09795918367346938,0.8654531400863059
9,0.11020408163265305,0.8585185436211751
10,0.12244897959183673,0.8536086129819268
11,0.1346938775510204,0.8479375265530046
12,0.14693877551020407,0.8411603221996566
13,0.15918367346938775,0.8364683855022982
14,0.17142857142857143,0.8317787436035287
15,0.18367346938775508,0.820050641709459
16,0.19591836734693877,0.8127675986456107
17,0.20816326530612245,0.8166253050299457
18,0.2204081632653061,0.8089043048485081
19,0.23265306122448978,0.7970968307784964
20,0.24489795918367346,0.7940598207593041
21,0.2571428571428571,0.7857283268141813
22,0.2693877551020408,0.7783488789586135
23,0.2816326530612245,0.7774878736078494
24,0.29387755102040813,0.7697503583382792
25,0.30612244897959184,0.7628811285177852
26,0.3183673469387755,0.7591592317811385
27,0.33061224489795915,0.7511858966387743
28,0.34285714285714286,0.7446992087705093
29,0.3551020408163265,0.7396949838812722
30,0.36734693877551017,0.7362402433353166
31,0.3795918367346939,0.7253814363807961
32,0.39183673469387753,0.715088402515764
33,0.4040816326530612,0.7149756781432154
34,0.4163265306122449,0.7163166768286242
35,0.42857142857142855,0.7091399867717135
36,0.4408163265306122,0.6914884570361143
37,0.4530612244897959,0.6902255173922184
38,0.46530612244897956,0.6946246539923058
39,0.4775510204081632,0.6782085777237291
40,0.4897959183673469,0.6617847422265062
41,0.5020408163265306,0.6654088158173862
42,0.5142857142857142,0.6729889457180366
43,0.5265306122448979,0.6646590920027661
44,0.5387755102040817,0.6408386762162037
45,0.5510204081632653,0.6410874408249138
46,0.563265306122449,0.6561362730291053
47,0.5755102040816327,0.6257248691394107
48,0.5877551020408163,0.4468897646434487
49,0.6,0.29797653953624065
