,Position,Curvature
0,0.0,0.33789309407466744
1,0.012244897959183673,0.505915969230211
2,0.024489795918367346,0.6720799620480998
3,0.03673469387755102,0.6683044590487652
4,0.04897959183673469,0.6646504328211402
5,0.061224489795918366,0.6611093022694955
6,0.07346938775510203,0.6570194597162577
7,0.08571428571428572,0.6531771248037561
8,0.09795918367346938,0.6498019264754759
9,0.11020408163265305,0.6453489066797098
10,0.12244897959183673,0.6417733910047572
11,0.1346938775510204,0.6396323988919461
12,0.14693877551020407,0.6341786143697966
13,0.15918367346938775,0.630349598335573
14,0.17142857142857143,0.6275659989529707
15,0.18367346938775508,0.6232858201531223
16,0.19591836734693877,0.6206093993838893
17,0.20816326530612245,0.6148213653564981
18,0.2204081632653061,0.6095142065030135
19,0.23265306122448978,0.6098497850954194
20,0.24489795918367346,0.6075267789037452
21,0.2571428571428571,0.5994185525715705
22,0.2693877551020408,0.5961852417803004
23,0.2816326530612245,0.5916027134803138
24,0.29387755102040813,0.5889947959945739
25,0.30612244897959184,0.5890121335190076
26,0.3183673469387755,0.5829369319707448
27,0.33061224489795915,0.5777150870754851
28,0.34285714285714286,0.5742790997244925
29,0.3551020408163265,0.5678911728372737
30,0.36734693877551017,0.5642530868213143
31,0.3795918367346939,0.5648332475631868
32,0.39183673469387753,0.5616379713247905
33,0.4040816326530612,0.560817246918925
34,0.4163265306122449,0.5506756231557571
35,0.42857142857142855,0.5410308615279537
36,0.4408163265306122,0.5462980550960912
37,0.4530612244897959,0.5434095561374839
38,0.46530612244897956,0.5354551059939526
39,0.4775510204081632,0.5334353203790066
40,0.4897959183673469,0.5320358419271052
41,0.5020408163265306,0.5257908612613378
42,0.5142857142857142,0.5172823811010724
43,0.5265306122448979,0.5171712307676527
44,0.5387755102040817,0.5228336626805237
45,0.5510204081632653,0.5117927946769226
46,0.563265306122449,0.5029055697345091
47,0.5755102040816327,0.4988732045006589
48,0.5877551020408163,0.35402548776969106
49,0.6,0.21820449734961256
